v3.1.1 - 18-09-23
Processing file /data/nvalle/L6_47_543064.raw
Size: 999995296. Contains 62499706 lines (up to offset = 0x3b9ab790)
11453824;1
11453825;1
11453826;1
11453827;1
11453828;1
11453829;1
11453830;1
11453831;1
11453832;1
11453833;1
11453834;1
11453835;1
11453836;1
11453837;1
11453838;1
11453839;1
11453840;1
11453841;1
11453842;1
11453843;1
11453844;1
11453845;1
11453846;1
11453847;1
11453848;1
11453849;1
11453850;1
11453851;1
11453852;1
11453853;1
11453854;1
11453855;1
11453856;1
11453857;1
11453858;1
11453859;1
11453860;1
11453861;1
11453862;1
11453863;1
11453864;1
11453865;1
11453866;1
11453867;1
11453868;1
11453869;1
11453870;1
11453871;1
11453872;1
11453873;1
11453874;1
11453875;1
11453876;1
11453877;1
11453878;1
11453879;1
11453880;1
11453881;1
11453882;1
11453883;1
11453884;1
11453885;1
11453886;1
11453887;1
11453888;1
11453889;1
11453890;1
11453891;1
11453892;1
11453893;1
11453894;1
11453895;1
11453896;1
11453897;1
11453898;1
11453899;1
11453900;1
11453901;1
11453902;1
11453903;1
11453904;1
11453905;1
11453906;1
11453907;1
11453908;1
11453909;1
11453910;1
11453911;1
11453912;1
11453913;1
11453914;1
11453915;1
11453916;1
11453917;1
11453918;1
11453919;1
11453920;1
11453921;1
11453922;1
11453923;1
11453924;1
11453925;1
11453926;1
11453927;1
11453928;1
11453929;1
11453930;1
11453931;1
11453932;1
11453933;1
11453934;1
11453935;1
11453936;1
11453937;1
11453938;1
11453939;1
11453940;1
11453941;1
11453942;1
11453943;1
11453944;1
11453945;1
11453946;1
11453947;1
11453948;1
11453949;1
11453950;1
11453951;1
11453952;1
11453953;1
11453954;1
11453955;1
11453956;1
11453957;1
11453958;1
11453959;1
11453960;1
11453961;1
11453962;1
11453963;1
11453964;1
11453965;1
11453966;1
11453967;1
11453968;1
11453969;1
11453970;1
11453971;1
11453972;1
11453973;1
11453974;1
11453975;1
11453976;1
11453977;1
11453978;1
11453979;1
11453980;1
11453981;1
11453982;1
11453983;1
11453984;1
11453985;1
11453986;1
11453987;1
11453988;1
11453989;1
11453990;1
11453991;1
11453992;1
11453993;1
11453994;1
11453995;1
11453996;1
11453997;1
11453998;1
11453999;1
11454000;1
11454001;1
11454002;1
11454003;1
11454004;1
11454005;1
11454006;1
11454007;1
11454008;1
11454009;1
11454010;1
11454011;1
11454012;1
11454013;1
11454014;1
11454015;1
11454016;1
11454017;1
11454018;1
11454019;1
11454020;1
11454021;1
11454022;1
11454023;1
11454024;1
11454025;1
11454026;1
11454027;1
11454028;1
11454029;1
11454030;1
11454031;1
11454032;1
11454033;1
11454034;1
11454035;1
11454036;1
11454037;1
11454038;1
11454039;1
11454040;1
11454041;1
11454042;1
11454043;1
11454044;1
11454045;1
11454046;1
11454047;1
11454048;1
11454049;1
11454050;1
11454051;1
11454052;1
11454053;1
11454054;1
11454055;1
11454056;1
11454057;1
11454058;1
11454059;1
11454060;1
11454061;1
11454062;1
11454063;1
11454064;1
11454065;1
11454066;1
11454067;1
11454068;1
11454069;1
11454070;1
11454071;1
11454072;1
11454073;1
11454074;1
11454075;1
11454076;1
11454077;1
11454078;1
11454079;1
11454080;1
11454081;1
11454082;1
11454083;1
11454084;1
11454085;1
11454086;1
11454087;1
11454088;1
11454089;1
11454090;1
11454091;1
11454092;1
11454093;1
11454094;1
11454095;1
11454096;1
11454097;1
11454098;1
11454099;1
11454100;1
11454101;1
11454102;1
11454103;1
11454104;1
11454105;1
11454106;1
11454107;1
11454108;1
11454109;1
11454110;1
11454111;1
11454112;1
11454113;1
11454114;1
11454115;1
11454116;1
11454117;1
11454118;1
11454119;1
11454120;1
11454121;1
11454122;1
11454123;1
11454124;1
11454125;1
11454126;1
11454127;1
11454128;1
11454129;1
11454130;1
11454131;1
11454132;1
11454133;1
11454134;1
11454135;1
11454136;1
11454137;1
11454138;1
11454139;1
11454140;1
11454141;1
11454142;1
11454143;1
11454144;1
11454145;1
11454146;1
11454147;1
11454148;1
11454149;1
11454150;1
11454151;1
11454152;1
11454153;1
11454154;1
11454155;1
11454156;1
11454157;1
11454158;1
11454159;1
11454160;1
11454161;1
11454162;1
11454163;1
11454164;1
11454165;1
11454166;1
11454167;1
11454168;1
11454169;1
11454170;1
11454171;1
11454172;1
11454173;1
11454174;1
11454175;1
11454176;1
11454177;1
11454178;1
11454179;1
11454180;1
11454181;1
11454182;1
11454183;1
11454184;1
11454185;1
11454186;1
11454187;1
11454188;1
11454189;1
11454190;1
11454191;1
11454192;1
11454193;1
11454194;1
11454195;1
11454196;1
11454197;1
11454198;1
11454199;1
11454200;1
11454201;1
11454202;1
11454203;1
11454204;1
11454205;1
11454206;1
11454207;1
11454208;1
11454209;1
11454210;1
11454211;1
11454212;1
11454213;1
11454214;1
11454215;1
11454216;1
11454217;1
11454218;1
11454219;1
11454220;1
11454221;1
11454222;1
11454223;1
11454224;1
11454225;1
11454226;1
11454227;1
11454228;1
11454229;1
11454230;1
11454231;1
11454232;1
11454233;1
11454234;1
11454235;1
11454236;1
11454237;1
11454238;1
11454239;1
11454240;1
11454241;1
11454242;1
11454243;1
11454244;1
11454245;1
11454246;1
11454247;1
11454248;1
11454249;1
11454250;1
11454251;1
11454252;1
11454253;1
11454254;1
11454255;1
11454256;1
11454257;1
11454258;1
11454259;1
11454260;1
11454261;1
11454262;1
11454263;1
11454264;1
11454265;1
11454266;1
11454267;1
11454268;1
11454269;1
11454270;1
11454271;1
11454272;1
11454273;1
11454274;1
11454275;1
11454276;1
11454277;1
11454278;1
11454279;1
11454280;1
11454281;1
11454282;1
11454283;1
11454284;1
11454285;1
11454286;1
11454287;1
11454288;1
11454289;1
11454290;1
11454291;1
11454292;1
11454293;1
11454294;1
11454295;1
11454296;1
11454297;1
11454298;1
